1705,0,53.566,66.1797,-700.111,-245337,-104079,-37723.3,585.339,1170.43,0,-0.107117,0.132446,0.700989,1.02661,-1.10535,0.246124,-9.08508,7.63703,-130.975,-12936.1,8569.06,-1427.79,305.425,918.768,0,0.0190735,0.0172424,0.132141,0.151825,0.163727,-0.018158,44.4809,73.8167,-831.087,-257166,589715,25717.7,541.226,1130.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,0,49.0646,69.0788,-713.997,-252706,-106151,-20434.6,585.328,1173.93,0,-0.098114,0.138245,0.714874,1.05011,-1.12762,0.195465,-11.3739,1.15204,-109.613,-10897.1,7547.48,494.436,308.856,919.415,0,0.0236511,0.00427246,0.110779,0.127258,0.138397,-0.0236511,37.6907,70.2309,-823.61,-262550,600494,47818.1,548.533,1140.06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,0,42.7322,67.4004,-724.068,-256558,-107918,-31229.8,584.956,1174.33,0,-0.0854492,0.134888,0.724945,1.06522,-1.14502,0.208435,-4.50745,8.70514,-86.4197,-7707.68,6116.06,-3186.98,310.772,909.189,0,0.00991821,0.0193787,0.0875854,0.0996399,0.110168,-0.0050354,38.2248,76.1055,-810.487,-263125,607331,31642.1,555.721,1146.06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,0,46.6995,72.5121,-732.46,-255826,-109452,-35808.2,584.57,1169.27,0,-0.0933838,0.145111,0.733337,1.073,-1.15921,0.231171,-4.35486,6.79779,-67.4988,-3353.97,5370.36,-271.403,319.562,869.689,0,0.00961304,0.015564,0.0686646,0.0747681,0.088501,-0.0108337,42.3447,79.3098,-799.959,-257990,613354,35007.1,562.209,1143.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,0,41.3589,63.3568,-735.817,-257849,-109763,-24504.5,584.828,1170.43,0,-0.0827026,0.126801,0.736694,1.0788,-1.16409,0.18631,-0.00610368,4.35639,-55.9021,-1913.54,3935.19,-2327.98,310.394,854.23,0,0.000915527,0.0106812,0.0570679,0.0610352,0.0715637,0.00473022,41.3528,67.7132,-791.719,-258747,614997,35290,565.451,1148.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,0,48.3017,67.1715,-738.258,-258231,-110142,-24705.2,584.809,1169.78,0,-0.0965881,0.13443,0.739136,1.08185,-1.1676,0.2034,-1.60828,19.2337,-44.1528,-3390.21,3466.21,-1273.98,318.505,896.783,0,0.00411987,0.0404358,0.0453186,0.0511169,0.0579834,-0.010376,46.6934,86.4052,-782.411,-260325,616546,39781.4,569.781,1154.38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,0,50.5905,66.7137,-740.547,-254408,-111366,-33988.8,583.617,1163.54,0,-0.101166,0.133514,0.741425,1.07941,-1.17462,0.231018,-7.5592,13.588,-25.5371,-63.0269,3080.01,1222.2,360.609,822.468,0,0.0160217,0.0291443,0.0267029,0.027771,0.0376892,-0.0253296,43.0313,80.3017,-766.084,-253267,617367,32584.5,576.183,1152.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,0,53.3371,57.5584,-748.329,-254878,-113185,-33021.4,582.75,1160.6,0,-0.106659,0.115204,0.749207,1.0878,-1.18942,0.228577,0.45166,12.4435,-11.9568,502.693,1355.08,-3522.9,353.332,777.958,0,0,0.0268555,0.0131226,0.0131226,0.0178528,0.00366211,53.7888,70.002,-760.286,-253325,621391,19833.5,579.142,1154.58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,0,55.8548,59.9236,-758.553,-256713,-115237,-24025,582.083,1158.43,0,-0.111694,0.119934,0.75943,1.10062,-1.20758,0.212708,1.13831,3.51715,-3.86963,-647.438,710.171,-1609.52,423.524,987.313,0,-0.00137329,0.00900269,0.0050354,0.00610352,0.00732422,0.00579834,56.9931,63.4407,-762.422,-256409,628731,33125.8,581.278,1157.56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,0,52.0401,60.8391,-775.032,-256980,-118128,-30467,581.583,1151.57,0,-0.104065,0.121765,0.775909,1.11786,-1.23566,0.221558,-5.49927,7.63703,-5.70069,-60.7379,738.934,-623.652,369.622,830.654,0,0.0119019,0.0172424,0.00686646,0.00732422,0.0088501,-0.0128174,46.5408,68.4761,-780.733,-256014,642179,28539,580.035,1149.23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,0,57.0755,54.4304,-788.307,-258398,-121105,-31705.1,580.374,1147.79,0,-0.114136,0.108948,0.789185,1.13312,-1.26038,0.231018,-0.616455,3.21198,3.60718,785.362,218.151,-3400.29,179.523,1037.72,0,0.00213623,0.00839233,-0.00244141,-0.00335693,-0.00213623,0.00686646,56.459,57.6424,-784.7,-256748,651621,18268.4,582.216,1148.29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,0,51.5823,56.3377,-798.225,-256828,-122273,-25728.6,580.819,1141.75,0,-0.103149,0.112762,0.799103,1.14136,-1.27518,0.205994,6.70776,0.389101,3.75976,251.686,451.153,-359.293,120.005,886.942,0,-0.0125122,0.00274658,-0.00259399,-0.00289917,-0.000915527,0.0160217,58.2901,56.7268,-794.466,-255726,660389,29176.7,583,1142.95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,0,54.4815,57.7873,-803.261,-256706,-123400,-29096.7,580.377,1139.58,0,-0.108948,0.115662,0.804138,1.14639,-1.28448,0.221252,-4.73633,-1.74713,5.43823,64.0028,388.897,-1464.33,168.488,831.769,0,0.010376,-0.00152588,-0.00427246,-0.00442505,-0.00350952,-0.00335693,49.7452,56.0402,-797.823,-255801,664280,26140.5,583.184,1141.68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,0,51.7349,53.82,-807.076,-256689,-124171,-24028.1,580.147,1138.05,0,-0.103455,0.107727,0.807953,1.15021,-1.2915,0.2005,-0.158692,0.00763126,4.67529,1448.36,1123.61,-2477.59,-0.328964,1129.79,0,0.0012207,0.00198364,-0.00350952,-0.00534058,0.000457764,0.00747681,51.5762,53.8277,-802.4,-254433,667953,26291.7,583.529,1138.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,0,53.9474,48.4032,-807.686,-253218,-124168,-28068.4,580.267,1133.51,0,-0.10788,0.0968933,0.808563,1.14639,-1.29196,0.211792,2.5116,1.07575,5.89599,2416.53,1003.6,-612.818,69.7832,1229.86,0,-0.00411987,0.00411987,-0.00473022,-0.00778198,-0.00106812,0.00762939,56.459,49.4789,-801.79,-250059,668370,18794.8,584.021,1132.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,0,52.1927,52.3705,-806.313,-250744,-123527,-26879.4,580.8,1130.98,0,-0.10437,0.104828,0.80719,1.14197,-1.28815,0.207672,-6.56738,1.45722,6.50635,-275.505,1633.86,-1926.22,-11.1182,777.656,0,0.0140381,0.00488281,-0.00534058,-0.0050354,0.000305176,-0.00793457,45.6253,53.8277,-799.806,-250213,668461,22559.6,585.615,1133.85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,0,50.4379,49.1661,-800.209,-246032,-121995,-22579,581.547,1127.46,0,-0.100861,0.0984192,0.801086,1.12976,-1.27609,0.191345,2.28271,-0.907896,3.45459,2313.53,899.914,-2690.91,-20.4982,1489.7,0,-0.00366211,0.000152588,-0.00228882,-0.00518799,0.000915527,0.0135803,52.7206,48.2582,-796.754,-242994,663144,22968.4,584.157,1125.89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,0,52.0401,44.3596,-793.343,-242091,-121235,-24039.4,581.185,1125.15,0,-0.104065,0.0888062,0.79422,1.11771,-1.26617,0.195313,-3.59192,1.53351,5.13306,1462.09,1021.15,-54.4989,41.0648,1104.84,0,0.00808716,0.0050354,-0.00396729,-0.00579834,-0.000610352,-0.00656128,48.4482,45.8931,-788.21,-239940,657364,19412.2,584.702,1125.29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,0,50.6668,42.9863,-787.239,-236862,-120052,-26664.3,581.503,1120.88,0,-0.101318,0.0860596,0.788116,1.10489,-1.25549,0.198212,-2.21863,1.38092,3.60718,-462.807,1272.15,-2308.68,-112.673,691.698,0,0.00534058,0.00473022,-0.00244141,-0.00183105,0.00198364,0.00198364,48.4482,44.3672,-783.632,-236660,652801,13186.9,584.698,1122.85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,0,49.7513,43.4441,-777.473,-233267,-118674,-23334.7,581.36,1120.03,0,-0.0994873,0.0869751,0.778351,1.09039,-1.24039,0.188293,1.44348,-2.35748,2.99682,-1727.38,684.994,-1495.16,11.4267,243.597,0,-0.00198364,-0.00274658,-0.00183105,0.000305176,0.000457764,0.00976563,51.1948,41.0866,-774.477,-234378,643966,17805.3,583.565,1123.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,0,51.1246,38.8664,-769.386,-227271,-117373,-19982.4,581.446,1115.39,0,-0.102234,0.0778198,0.770264,1.07452,-1.22711,0.179901,-2.98157,0.236513,1.77612,167,831.326,-759.531,-228.057,914.025,0,0.00686646,0.00244141,-0.000610352,-0.000762939,0.00198364,-0.00274658,48.143,39.1029,-767.61,-226518,637517,17384.4,583.319,1115.86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,0,50.0565,34.8228,-763.13,-221720,-116117,-25580.1,581.841,1110.54,0,-0.100098,0.0697327,0.764008,1.0611,-1.21597,0.189209,2.5116,-0.373838,2.99682,-110.71,287.503,-3367.56,144.064,783.057,0,-0.00411987,0.0012207,-0.00183105,-0.00167847,-0.00106812,0.0154114,52.5681,34.449,-760.133,-221314,632033,5216.14,583.567,1111.83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,0,52.0401,35.2043,-756.416,-217820,-116432,-24469.7,580.074,1107.96,0,-0.104065,0.0704956,0.757294,1.04935,-1.21048,0.190735,-1.37939,-1.89972,0.708006,522.529,314.587,-1603.65,240,820,0,0.00366211,-0.00183105,0.000457764,-0.000152588,0.00106812,0.00396729,50.6607,33.3046,-755.708,-216798,625172,8475.42,580.809,1107.54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,0,52.0401,33.9836,-751.228,-215257,-115730,-18789.7,579.946,1106.54,0,-0.104065,0.0680542,0.752106,1.0408,-1.20255,0.175781,1.44348,-0.0686627,1.77612,1138.98,192.746,-2792.92,131.48,1461.28,0,-0.00198364,0.00183105,-0.000610352,-0.00198364,-0.000305176,0.0115967,53.4836,33.9149,-749.452,-213609,620628,11755.8,581.009,1105.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,0,51.4297,33.1444,-752.907,-210353,-115230,-23647.9,580.953,1099.39,0,-0.102844,0.0663757,0.753784,1.03638,-1.20224,0.186157,-1.22681,0.00763126,2.69165,633.537,535.229,-1827.57,41.152,1055.37,0,0.00335693,0.00198364,-0.00152588,-0.00228882,0,0.00366211,50.2029,33.152,-750.215,-209222,623173,7039.11,582.89,1099.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,0,51.506,31.237,-752.907,-207208,-115117,-22652.6,581.104,1095.21,0,-0.102997,0.062561,0.753784,1.03241,-1.20178,0.182648,0.909424,-0.98419,4.06494,591.194,613.507,-2699.53,89.0736,965.437,0,-0.000915527,0,-0.00289917,-0.00366211,-0.000915527,0.0108337,52.4155,30.2528,-748.842,-206163,623341,5298.23,583.775,1095.91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,0,50.4379,29.2534,-754.585,-204518,-115563,-18586.3,580.852,1091.03,0,-0.100861,0.0585938,0.755463,1.03073,-1.20529,0.169067,-1.37939,0.770571,4.37012,1832.11,456.189,-1347.68,135.612,1239.24,0,0.00366211,0.00350952,-0.00320435,-0.00549316,-0.00198364,0.00167847,49.0585,30.024,-750.215,-202236,624436,8758.16,583.445,1090.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,0,51.506,27.6512,-758.553,-202998,-116164,-20730.7,580.862,1087.61,0,-0.102997,0.0553894,0.75943,1.03287,-1.21155,0.175629,0.83313,1.45722,4.5227,1595.22,727.719,-1900.28,79.0965,1172.71,0,-0.000762939,0.00488281,-0.00335693,-0.00534058,-0.000915527,0.00717163,52.3392,29.1084,-754.03,-200966,627951,4484.63,583.871,1087.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,0,49.2935,27.8038,-762.52,-200475,-116066,-20493.1,581.786,1082.91,0,-0.0985718,0.0556946,0.763397,1.03378,-1.21521,0.170593,-1.07422,1.30463,3.91235,2215.49,796.307,-2327.98,36.4633,1386.28,0,0.00305176,0.00457764,-0.00274658,-0.00549316,-0.000152588,0.00442505,48.2193,29.1084,-758.607,-197823,632066,4445.27,584.599,1081.35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,0,51.2772,25.8202,-767.097,-199681,-116300,-19844.8,582.389,1080.31,0,-0.102539,0.0517273,0.767975,1.03745,-1.22055,0.171814,-3.05786,0.465395,3.45459,2334.13,827.435,-1122.77,0.482346,1495.66,0,0.00701904,0.00289917,-0.00228882,-0.00518799,0.000305176,-0.00213623,48.2193,26.2856,-763.643,-196953,636351,4358.75,585.022,1078.43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,0,47.5388,23.5313,-770.76,-197445,-116179,-18959,583.267,1076.17,0,-0.0950623,0.0471497,0.771637,1.03836,-1.22391,0.160522,1.13831,0.923159,4.67529,1095.88,379.361,-1579.16,158.858,1054.4,0,-0.00137329,0.0038147,-0.00350952,-0.00488281,-0.00244141,0.00732422,48.6771,24.4545,-766.084,-195982,639618,2539.6,585.857,1076.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,0,49.9039,21.3951,-777.473,-194901,-116997,-19561.4,583.516,1070.69,0,-0.0997925,0.0428772,0.778351,1.04202,-1.23367,0.165558,-2.98157,0.694277,4.98047,1574.62,1088.74,-689.493,21.3977,1136.16,0,0.00686646,0.00335693,-0.0038147,-0.00579834,-0.000152588,-0.00320435,46.9223,22.0894,-772.493,-192995,646124,732.803,587.14,1070.26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,0,47.1573,23.7602,-781.593,-194051,-117731,-17811.5,583.37,1068.28,0,-0.0942993,0.0476074,0.782471,1.04523,-1.24084,0.157013,-1.37939,0.389101,3.91235,3788.67,495.709,-2046.92,113.296,1788.39,0,0.00366211,0.00274658,-0.00274658,-0.00747681,-0.00137329,0.00366211,45.7779,24.1493,-777.681,-189900,648848,3447.65,585.735,1064.65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,0,49.5224,22.9973,-786.934,-190904,-118546,-20272,583.357,1062.59,0,-0.0990295,0.0460815,0.787811,1.04675,-1.24924,0.167542,-1.07422,0.236513,5.74341,942.146,867.108,-1514.84,89.0255,984.04,0,0.00305176,0.00244141,-0.00457764,-0.00579834,-0.00167847,0.00305176,48.4482,23.2338,-781.19,-189613,653617,771.866,586.992,1063.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,0,47.9202,21.1662,-791.054,-190238,-119641,-20207,582.758,1060.49,0,-0.0958252,0.0424194,0.791931,1.05011,-1.25778,0.162964,-1.68457,1.45722,4.5227,984.871,765.484,-2255.81,70.7463,1037.76,0,0.00427246,0.00488281,-0.00335693,-0.00457764,-0.000915527,0.00289917,46.2357,22.6234,-786.531,-188914,656487,-1708.91,585.702,1060.62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,0,50.209,20.6322,-792.885,-187890,-119833,-17912.7,582.865,1056.97,0,-0.100403,0.0413513,0.793762,1.04904,-1.26022,0.161591,-0.0823976,-2.96783,3.75976,79.2615,743.74,-1619.06,42.1843,841.082,0,0.00106812,-0.00396729,-0.00259399,-0.00274658,-0.000152588,0.00732422,50.1266,17.6643,-789.125,-187546,658005,729.142,585.441,1058,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,0,50.8194,20.4796,-792.122,-184978,-120298,-20318.6,582.133,1053.52,0,-0.101624,0.0410461,0.792999,1.04462,-1.26129,0.168762,-2.44751,0.770571,3.302,144.493,589.856,-1735.25,61.3642,863.759,0,0.00579834,0.00350952,-0.00213623,-0.00228882,-0.000457764,0.000457764,48.3719,21.2502,-788.82,-184515,656661,-1968.77,584.312,1054.32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,0,53.4134,18.0382,-790.138,-182125,-120216,-21297,581.854,1050.5,0,-0.106812,0.0361633,0.791016,1.03897,-1.25885,0.175018,0.83313,0.0839252,3.60718,3301.92,310.849,-2232.46,153.825,1735.37,0,-0.000762939,0.00213623,-0.00244141,-0.00656128,-0.00167847,0.0088501,54.2465,18.1221,-786.531,-178551,654432,-5834.58,583.818,1047.36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,0,53.566,19.7929,-788.46,-178470,-119908,-18297,581.921,1046.35,0,-0.107117,0.0396729,0.789337,1.03271,-1.25595,0.168915,-1.83716,-1.51825,4.37012,2286.06,386.761,-1584.96,151.499,1343.11,0,0.00457764,-0.00106812,-0.00320435,-0.00610352,-0.00228882,0.00274658,51.7288,18.2747,-784.09,-175910,653212,-454.482,584.32,1044.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,0,54.7867,19.7929,-782.509,-173340,-118993,-20103.7,581.934,1041.52,0,-0.109558,0.0396729,0.783386,1.0202,-1.24634,0.175934,1.29089,-0.679014,5.13306,940.62,413.845,-2217.97,159.376,1003.25,0,-0.00167847,0.000610352,-0.00396729,-0.00518799,-0.00274658,0.0102234,56.0776,19.1139,-777.376,-172113,648257,-2900.01,584.724,1041.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,0,54.1763,17.733,-773.811,-168540,-118424,-21418.1,580.96,1037.81,0,-0.108337,0.035553,0.774689,1.00525,-1.2355,0.176697,-0.692749,-0.297545,4.5227,1568.9,598.019,-1619.44,107.774,1166.89,0,0.00228882,0.00137329,-0.00335693,-0.00534058,-0.00152588,0.00442505,53.4836,17.4355,-769.289,-166710,640513,-5639.42,583.742,1037.05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,0,55.6259,19.03,-767.708,-165347,-117893,-20397.4,580.435,1035.38,0,-0.111237,0.038147,0.768585,0.995026,-1.22726,0.177917,-0.692749,-1.13678,3.14941,1095.5,373.257,-1473.18,121.484,1167.84,0,0.00228882,-0.000305176,-0.00198364,-0.00335693,-0.00106812,0.00457764,54.9332,17.8932,-764.558,-163983,634800,-3194.2,582.325,1034.83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,0,54.0237,24.218,-762.215,-160374,-116670,-20124.6,580.933,1030.41,0,-0.108032,0.0485229,0.763092,0.983276,-1.21704,0.177155,-0.463867,-1.06048,4.82788,-645.912,860.699,-1548.49,61.7232,686.212,0,0.00183105,-0.000152588,-0.00366211,-0.00289917,-0.000762939,0.00518799,53.5599,23.1575,-757.387,-160672,631154,2092.21,584.242,1032.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,0,54.2526,22.1581,-757.027,-155015,-115399,-21605.4,581.563,1024.77,0,-0.10849,0.0444031,0.757904,0.971222,-1.20682,0.180054,-0.387573,0.160219,3.302,1722.25,635.25,-993.983,47.6165,1341.58,0,0.00167847,0.00228882,-0.00213623,-0.00427246,-0.000152588,0.00320435,53.8651,22.3183,-753.725,-152958,627095,-863.419,583.902,1023.38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,0,55.8548,20.0981,-755.806,-153240,-115229,-21410.7,581.542,1022.75,0,-0.111694,0.0402832,0.756683,0.967712,-1.20483,0.18158,-2.29492,1.15204,3.302,1004.71,816.449,-2253.67,-7.25879,1124.27,0,0.00549316,0.00427246,-0.00213623,-0.00335693,0.000457764,0.00183105,53.5599,21.2502,-752.504,-151916,626253,-3956.22,584.125,1022.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,0,56.9229,21.7003,-757.484,-149398,-115479,-20749.5,581.55,1017.23,0,-0.113831,0.0434875,0.758362,0.964661,-1.20743,0.183105,-1.22681,-0.98419,3.302,1094.73,991.162,-1094.31,-60.1701,1151.54,0,0.00335693,0,-0.00213623,-0.00350952,0.0012207,0.00244141,55.6961,20.7161,-754.182,-147992,627792,-548.935,584.359,1016.64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,0,58.5251,19.7929,-764.046,-146732,-115332,-21493.7,583.051,1012.05,0,-0.117035,0.0396729,0.764923,0.968018,-1.21323,0.187073,-0.921631,0.846865,2.84424,-455.559,911.663,-1357.37,-80.5301,659.831,0,0.00274658,0.00366211,-0.00167847,-0.00106812,0.00137329,0.00259399,57.6035,20.6398,-761.201,-146878,634265,-3440.17,585.531,1013.36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,0,60.5087,12.8502,-767.097,-143845,-116477,-21276.8,582.159,1007.52,0,-0.121002,0.0257874,0.767975,0.967407,-1.2207,0.18631,-1.3031,0.541689,1.92871,1023.02,691.25,-1350.66,-118.4,1350.42,0,0.00350952,0.00305176,-0.000762939,-0.00198364,0.00137329,0.00198364,59.2056,13.3919,-765.169,-142621,635863,-10025.3,583.925,1006.65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,0,61.7294,10.8665,-770.454,-139902,-116963,-21376.2,582.19,1001.58,0,-0.123444,0.0218201,0.771332,0.965881,-1.22589,0.187836,-1.60828,-0.297545,2.0813,885.307,886.105,-2675.35,-185.746,1245.36,0,0.00411987,0.00137329,-0.000915527,-0.00198364,0.00198364,0.00518799,60.1212,10.569,-768.373,-138858,638852,-13389.4,584.27,1000.92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,0,60.2036,9.03549,-770.149,-136151,-117168,-21553.8,581.863,996.785,0,-0.120392,0.018158,0.771027,0.960846,-1.2265,0.184021,-0.387573,0.541689,1.31836,3110.42,603.054,-1088.21,-217.429,3179.31,0,0.00167847,0.00305176,-0.000152588,-0.00396729,0.00167847,0.00320435,59.816,9.57718,-768.831,-132897,638063,-13782,583.234,993.043,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,0,59.4406,2.32162,-764.503,-130993,-117369,-20175.6,580.477,991.344,0,-0.118866,0.00473022,0.765381,0.948486,-1.22177,0.174866,-0.616455,3.28827,-2.9541,917.732,1267.8,-1771.19,669.167,509.337,0,0.00213623,0.00854492,0.00411987,0.00320435,0.00854492,0.00274658,58.8242,5.6099,-767.458,-129992,632974,-19692.3,580.819,989.489,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
